	Subject	Predicate	Object	Pubmed	Title	Evidence
492	"bp(MESH:D007473 ! ""Ion Channels"")"	increases	"bp(MESH:D006863 ! ""Hydrogen-Ion Concentration"")"	31133031	Coronavirus envelope protein: current knowledge.	It might be worth investigating whether ion-channel inhibitors , such as amantadine , or proton pump inhibitors specifically are able to inhibit this increase in Golgi pH .
399	"bp(MESH:D045473 ! ""SARS Virus"")"	increases	bp(MESH:D007239 ! Infection)	31133031	Coronavirus envelope protein: current knowledge.	While most CoV infections , such as those caused by HCoV-229E , HCoV-OC43 , HCoV-NL63 , and HCoV-HKU1 , are mild and self-limiting , SARS-CoV and MERS-CoV cause severe infections that lead to high mortality rates [ 244 ] [ 245 ] [ 246 ] .
497	bp(MESH:D007239 ! Infection)	increases	bp(MESH:D009026 ! Mortality)	31133031	Coronavirus envelope protein: current knowledge.	While most CoV infections , such as those caused by HCoV-229E , HCoV-OC43 , HCoV-NL63 , and HCoV-HKU1 , are mild and self-limiting , SARS-CoV and MERS-CoV cause severe infections that lead to high mortality rates [ 244 ] [ 245 ] [ 246 ] .
529	bp(MESH:D009154 ! Mutation)	decreases	"bp(MESH:D007473 ! ""Ion Channels"")"	31133031	Coronavirus envelope protein: current knowledge.	This suggests that while some of these mutations appear to merely restore the loss of ion channel activity , it is not entirely inconceivable that revertant viruses would acquire gain of function mutations that can render it more virulent [ 77 ] .
602	"bp(MESH:D065207 ! ""Middle East Respiratory Syndrome Coronavirus"")"	increases	bp(MESH:D007239 ! Infection)	31133031	Coronavirus envelope protein: current knowledge.	While most CoV infections , such as those caused by HCoV-229E , HCoV-OC43 , HCoV-NL63 , and HCoV-HKU1 , are mild and self-limiting , SARS-CoV and MERS-CoV cause severe infections that lead to high mortality rates [ 244 ] [ 245 ] [ 246 ] .
508	"a(CHEBI:16015 ! ""L-glutamic acid"")"	increases	"bp(GO:""GO:0016020"" ! membrane)"	31133031	Coronavirus envelope protein: current knowledge.	This underpins the importance of establishing a unanimous topology for the E protein as this model could be applied to the induction of membrane curvature by E , provided E can assume multiple topologies during an infection .
509	"a(CHEBI:16015 ! ""L-glutamic acid"")"	increases	"bp(GO:""GO:0031982"" ! vesicle)"	31133031	Coronavirus envelope protein: current knowledge.	However , expression of E alone has been reported to produce and secrete vesicles from cells but no further research has been done to determine how this is possible [ 60 , 143 ] .
44	p(HGNC:3255 ! EIF2AK3)	decreases	"bp(GO:""GO:0006412"" ! translation)"	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	However, similar to PKR, viruses have adopted counter measures to inhibit PERK mediated translation attenuation.
136	p(HGNC:2726 ! DDIT3)	decreases	"bp(GO:""GO:0005783"" ! ""endoplasmic reticulum"")"	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	GADD153 also activates ER oxidoreductin-1alpha (ERO1alpha), which encodes an ER oxidase.
43	p(HGNC:3255 ! EIF2AK3)	increases	"bp(GO:""GO:0006412"" ! translation)"	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	Also, it is difficult to separate the translation shutdown effect mediated by PERK and the induction of UPR genes by PERK and the other two ER stress sensors, as in the studies with MHV.
138	p(HGNC:2726 ! DDIT3)	increases	"bp(GO:""GO:0006915"" ! ""apoptotic process"")"	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	The up-regulation of GADD153 promotes apoptosis in IBV infected cells, possibly via inducing the pro apoptotic protein tribbles related protein 3 (TRIB3) and suppressing the pro survival kinase extracellular signal related kinase.
604	p(HGNC:6859 ! MAP3K7)	decreases	"bp(MESH:D051193 ! ""Toll-Like Receptors"")"	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	In contrast, GADD34 has also been shown to specify PP1 to dephosphorylate the TGF-beta-activated kinase 1 (TAK1), thus negatively regulating the toll like receptor (TLR) signaling and pro inflammatory cytokines [IL-6 and TNF-alpha (Tumor necrosis factor alpha)] production in macrophages.
410	p(FPLX:Phosphatase ! Phosphatase)	increases	"bp(GO:""GO:0001816"" ! ""cytokine production"")"	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	Interestingly, a protein phosphatase called dual-specificity phosphatase 1 (DUSP1) was also up-regulated in IBV infected cells and dephosphorylated p38 to modulate pro inflammatory cytokine production.
411	p(FPLX:Phosphatase ! Phosphatase)	directlyDecreases	p(HGNC:3265 ! EIF2S1, pmod(Ph))	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	GADD153 induces the growth arrest and DNA damage inducible protein 34 (GADD34), which recruits protein phosphatase 1 (PP1) to dephosphorylate eIF2alpha and release the translation block.
403	"a(TEXT:""activating transcriptional factor-6"")"	increases	"bp(GO:""GO:0005783"" ! ""endoplasmic reticulum"")"	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	The UPR signaling starts with the unfolded proteins activating the three ER stress transducers : PKR like ER protein kinase (PERK), activating transcriptional factor-6 (ATF6), or inositol requiring protein-1 (IRE1; Figure XREF_FIG).
129	"bp(GO:""GO:0005783"" ! ""endoplasmic reticulum"")"	increases	p(HGNC:3449 ! ERN1)	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	Interestingly, the ER stress and TLR activation synergistically activate IRE1 and induce the production of pro inflammatory cytokines such as IL-1beta and IL-6.
128	"bp(GO:""GO:0005783"" ! ""endoplasmic reticulum"")"	increases	p(HGNC:3064 ! DUSP1)	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	Previous studies have shown that the mRNA and protein levels of DUSP1 are modulated by ER stress.
127	"bp(GO:""GO:0005783"" ! ""endoplasmic reticulum"")"	increases	p(HGNC:3064 ! DUSP1)	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	Thus, the induction of DUSP1 by ER stress in coronavirus infected cells may also contribute to virus induced apoptosis via modulation of the MAP kinase pathways.
41	p(HGNC:3255 ! EIF2AK3)	increases	"bp(GO:""GO:0005783"" ! ""endoplasmic reticulum"")"	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	The UPR signaling starts with the unfolded proteins activating the three ER stress transducers : PKR like ER protein kinase (PERK), activating transcriptional factor-6 (ATF6), or inositol requiring protein-1 (IRE1; Figure XREF_FIG).
125	"bp(GO:""GO:0005783"" ! ""endoplasmic reticulum"")"	increases	"bp(GO:""GO:0006412"" ! translation)"	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	Also, it is difficult to separate the translation shutdown effect mediated by PERK and the induction of UPR genes by PERK and the other two ER stress sensors, as in the studies with MHV.
617	p(HGNC:12032 ! TRAF2)	increases	a(TEXT:basal)	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	Under ER stress , IRE1 has been shown to phosphorylate TRAF2 , which activates the I kappa B kinase ( IKK ) and contributes to its basal activity ( Figure 4 ) .
608	"bp(MESH:D015852 ! ""Eukaryotic Initiation Factor-2"")"	increases	p(HGNC:3255 ! EIF2AK3)	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	Activated PERK then phosphorylates the alpha-subunit of eukaryotic initiation factor 2 (eIF2alpha).
139	p(HGNC:2726 ! DDIT3)	increases	"bp(GO:""GO:0006915"" ! ""apoptotic process"")"	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	However, if ER stress persists, GADD153 can induce apoptosis by suppressing the anti-apoptotic protein B-cell lymphoma 2 (Bcl-2) and inducing the pro apoptotic proteins such as Bcl-2-interacting mediator of cell death.
146	p(HGNC:3449 ! ERN1)	increases	p(FPLX:JNK ! JNK)	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	Apart from the XBP1 pathway, activated IRE1 has been shown to recruit TNF receptor associated factor 2 (TRAF2) and induce apoptosis by activating the JNK.
141	p(HGNC:2726 ! DDIT3)	increases	p(HGNC:14375 ! PPP1R15A)	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	GADD153 induces the growth arrest and DNA damage inducible protein 34 (GADD34), which recruits protein phosphatase 1 (PP1) to dephosphorylate eIF2alpha and release the translation block.
160	p(HGNC:791 ! ATF6)	increases	"bp(GO:""GO:0006915"" ! ""apoptotic process"")"	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	In the case of ASFV, ATF6 activation has been shown to modulate ASFV induced apoptosis and facilitate viral replication.
159	p(HGNC:791 ! ATF6)	increases	"bp(GO:""GO:0005783"" ! ""endoplasmic reticulum"")"	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	The UPR signaling starts with the unfolded proteins activating the three ER stress transducers : PKR like ER protein kinase (PERK), activating transcriptional factor-6 (ATF6), or inositol requiring protein-1 (IRE1; Figure XREF_FIG).
165	p(HGNC:791 ! ATF6)	increases	p(HGNC:12801 ! XBP1)	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	For example, besides being spliced by IRE1, XBP1 is also transcriptionally activated by PERK and ATF6 ( xref ; xref ).
166	p(HGNC:791 ! ATF6)	decreases	p(FPLX:Interferon ! Interferon, pmod(Ph))	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	For WNV, it has been shown that ATF6 activation promotes efficient WNV replication by suppressing signal transducer and activator of transcription 1 (STAT1) phosphorylation and late-phase IFN signaling.
167	p(FPLX:ERK ! ERK)	increases	"bp(MESH:D002470 ! ""Cell Survival"")"	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	It has been long proposed that ERK phosphorylation promotes cell survival, whereas prolonged JNK and p38 phosphorylation is linked to the induction of apoptosis.
154	p(HGNC:3449 ! ERN1)	decreases	a(TEXT:splicing)	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	Consistently, knockdown of IRE1 inhibited IBV-induced XBP1 mRNA splicing, whereas overexpression of wild-type IRE1 (but not its kinase dead or RNase domain deleted mutants) enhanced IBV-induced XBP1 mRNA splicing.
153	p(HGNC:3449 ! ERN1)	increases	"a(TEXT:""UPR genes"")"	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	Activation of the IRE1 pathway induces XBP1 mRNA splicing and expression of downstream UPR genes.
152	p(HGNC:3449 ! ERN1)	decreases	p(HGNC:12801 ! XBP1)	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	Consistently, knockdown of IRE1 inhibited IBV induced XBP1 mRNA splicing, whereas overexpression of wild-type IRE1 (but not its kinase dead or RNase domain deleted mutants) enhanced IBV induced XBP1 mRNA splicing.
151	p(HGNC:3449 ! ERN1)	increases	p(HGNC:12801 ! XBP1)	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	Consistently, knockdown of IRE1 inhibited IBV induced XBP1 mRNA splicing, whereas overexpression of wild-type IRE1 (but not its kinase dead or RNase domain deleted mutants) enhanced IBV induced XBP1 mRNA splicing.
599	"bp(MESH:D015726 ! ""Giant Cells"")"	increases	bp(MESH:D014780 ! Viruses)	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	These S proteins cause fusion of the infected cell with neighboring uninfected cells , resulting in the formation of a large , multinucleated cell known as a syncytium , which enables the virus to spread without being released into the extracellular space ( Masters , 2006 ) .
348	a(CHEBI:36080 ! protein)	increases	"bp(MESH:D059865 ! ""Endoplasmic Reticulum Stress"")"	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	First , although the coronaviruses spike proteins are demonstrated to induce ER stress and UPR , detailed mechanisms regarding www.frontiersin.org molecular interactions between the spike proteins and PERK / IRE1 / ATF6 have not been determined .
148	p(HGNC:3449 ! ERN1)	increases	"bp(GO:""GO:0005783"" ! ""endoplasmic reticulum"")"	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	The UPR signaling starts with the unfolded proteins activating the three ER stress transducers : PKR like ER protein kinase (PERK), activating transcriptional factor-6 (ATF6), or inositol requiring protein-1 (IRE1; Figure XREF_FIG).
147	p(HGNC:3449 ! ERN1)	increases	p(FPLX:JNK ! JNK)	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	Interestingly, IRE1 but not XBP1 is also shown to modulate the JNK and Akt kinase activities, thus protecting infected cells from virus induced apoptosis.
618	p(HGNC:12032 ! TRAF2)	increases	p(FPLX:IKB ! IKB)	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	Under ER stress, IRE1 has been shown to phosphorylate TRAF2, which activates the IκB kinase (IKK) and contributes to its basal activity (Figure xref ).
145	p(HGNC:3449 ! ERN1)	increases	p(FPLX:AKT ! AKT)	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	Interestingly, IRE1 but not XBP1 is also shown to modulate the JNK and Akt kinase activities, thus protecting infected cells from virus induced apoptosis.
144	p(HGNC:2726 ! DDIT3)	decreases	"bp(GO:""GO:0040007"" ! growth)"	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	GADD153 induces the growth arrest and DNA damage-inducible protein 34 ( GADD34 ) , which recruits protein phosphatase 1 ( PP1 ) to dephosphorylate eIF2 alpha and release the translation block .
17	p(UP:P0DTC2 ! P0DTC2)	increases	p(HGNC:12801 ! XBP1)	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	On the other hand, although SARS-CoV belongs to the same genera of Betacoronavirus as MHV, neither infection with SARS-CoV nor overexpression of SARS-CoV S protein induces XBP1 mRNA splicing.
140	p(HGNC:2726 ! DDIT3)	increases	"bp(GO:""GO:0006915"" ! ""apoptotic process"")"	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	However , if ER stress persists , GADD153 can induce apoptosis by suppressing the anti-apoptotic protein B-cell lymphoma 2 ( Bcl-2 ) and inducing the pro-apoptotic proteins such as Bcl-2-interacting mediator of cell death ( Bim ; Puthalakath et al ., 2007 ) .
619	p(HGNC:12032 ! TRAF2)	increases	"bp(MESH:D053454 ! ""Caspase 12"")"	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	This IRE1-JNK pathway is independent of IRE1’s RNase activity, but it requires IRE1’s kinase domain and involves TRAF2-dependent activation of caspase-12 ( xref ).
315	"a(TEXT:""IRE1 inhibitor"")"	increases	p(HGNC:12801 ! XBP1)	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	Treatment of IRE1 inhibitor effectively blocked IBV induced XBP1 mRNA splicing and effector genes up-regulation in a dosage dependent manner.
620	p(HGNC:12032 ! TRAF2)	increases	p(UP:Q075B4 ! Q075B4)	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	This IRE1-JNK pathway is independent of IRE1 's RNase activity, but it requires IRE1 's kinase domain and involves TRAF2 dependent activation of caspase-12.
47	p(HGNC:3255 ! EIF2AK3)	increases	p(HGNC:12801 ! XBP1)	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	For example, besides being spliced by IRE1, XBP1 is also transcriptionally activated by PERK and ATF6.
538	p(HGNC:785 ! ATF3)	decreases	p(HGNC:3064 ! DUSP1)	24987391	Coronavirus infection, {ER} stress, apoptosis and innate immunity.	ER stress induced DUSP1 up-regulation is likely to be mediated by ATF3 in the PERK pathway, since knock-down of ATF3 significantly reduced DUSP1 induction in cells under ER stress.
